### Module positions - created on 2022-02-24 08:02
### Printed by pcb_positions plugin
## Unit = mm, Angle = deg.
## Pcb Height 22.600mm, Pcb Width 35.600mm [based on Edge bounding box]
## Side : top
## Board Aux Origin: 0.000mm ,0.000mm
# Ref         Val                 Package                       PosX       PosY       Pin1_PosX  Pin1_PosY    Rot     Side      Type
J3            USB-C               USC16-TR-Round                147.7000   -109.9500  0.0000     0.0000        0.0    top       SMD
R4            220R                R_0603                        142.6000   -90.7082   142.6000   -91.5332     90.0    top       SMD
D2            D                   D_1206_3216Metric             155.0400   -105.6500  156.4400   -105.6500   180.0    top       SMD
C1            100nF               C_0603                        142.4500   -101.6500  141.6750   -101.6500     0.0    top       SMD
R8            5K1                 R_0603                        150.2250   -101.6500  151.0500   -101.6500   180.0    top       SMD
D4            BAV99S              SOT-363_SC-70-6               133.2500   -94.9500   133.9000   -94.0000    -90.0    top       SMD
D3            BAV99S              SOT-363_SC-70-6               133.2500   -99.4500   133.9000   -98.5000    -90.0    top       SMD
R7            5K1                 R_0603                        145.2500   -101.6500  146.0750   -101.6500   180.0    top       SMD
R9            27R                 R_0603                        145.8000   -97.3500   146.6250   -97.3500    180.0    top       SMD
R10           27R                 R_0603                        145.8000   -98.5500   144.9750   -98.5500      0.0    top       SMD
D1            RGB                 LED-RGB-1.6x1.6               139.9000   -90.7082   140.4000   -89.8332     90.0    top       SMD
R2            680R                R_0603                        141.4000   -90.7082   141.4000   -91.5332     90.0    top       SMD
R3            2K                  R_0603                        143.8000   -90.7082   143.8000   -91.5332     90.0    top       SMD
C4            10nF                C_0603                        155.1000   -103.8500  155.8750   -103.8500   180.0    top       SMD
C2            47pF                C_0603                        145.8000   -96.1500   146.5750   -96.1500    180.0    top       SMD
C3            47pF                C_0603                        145.8000   -99.7500   146.5750   -99.7500    180.0    top       SMD
C6            2.2uF               Hidden                        153.2900   -95.0900   0.0000     0.0000      180.0    top       SMD
C7            10uF                Hidden                        153.2900   -88.8400   0.0000     0.0000      180.0    top       SMD
D6            Schottky            Hidden                        152.9000   -91.9600   0.0000     0.0000       90.0    top       SMD
L1            6.8uH               Hidden                        149.7400   -90.3400   0.0000     0.0000       90.0    top       SMD
C5            0.1uF               Hidden                        149.9900   -96.3400   0.0000     0.0000        0.0    top       SMD
R1            10k                 R_0603                        139.7000   -102.0250  139.7000   -102.8500    90.0    top       SMD
D8            BAV99S              SOT-363_SC-70-6               162.2500   -102.4500  161.6000   -103.4000    90.0    top       SMD
R12           3M 1% or NF         R_0603                        150.0000   -97.6500   150.8250   -97.6500    180.0    top       SMD
R5            4k7                 R_0603                        143.2000   -94.6000   144.0250   -94.6000    180.0    top       SMD
D9            BAV99S              SOT-363_SC-70-6               162.2500   -106.9500  161.6000   -107.9000    90.0    top       SMD
R6            10k                 R_0603                        140.5000   -94.6000   141.3250   -94.6000    180.0    top       SMD
D7            BAV99S              SOT-363_SC-70-6               162.2500   -98.2000   161.6000   -99.1500     90.0    top       SMD
U2            FT231XQ             QFN-20-1EP_4x4mm_P0.5mm_EP2.. 141.4500   -98.0500   140.4500   -99.9500     90.0    top       SMD
R11           10M 1% or 0R        R_0603                        146.2000   -91.5500   146.2000   -90.7250    -90.0    top       SMD
D5            BAV99S              SOT-363_SC-70-6               133.2500   -90.4500   133.9000   -89.5000    -90.0    top       SMD
U3            LMR16006+FB         RegulatorBlockFB              149.7400   -94.2400   151.0900   -95.1900     90.0    top       SMD
## End
