Designator,Mid X,Mid Y,Rotation,Layer
C1,96.25,-94.5,270.0,bottom
C2,101.0,-111.4,180.0,bottom
C3,97.7,-110.15,180.0,bottom
C4,97.7,-103.9,180.0,bottom
D1,95.75,-83.5,270.0,bottom
D2,98.08,-107.02,90.0,bottom
J1,100.0,-87.7,180.0,top
J2,100.0,-106.95,0.0,top
L1,101.25,-105.4,270.0,bottom
Q1,103.0,-82.3,180.0,bottom
Q2,103.0,-84.8,0.0,bottom
R1,103.6,-92.1,180.0,bottom
R10,103.0,-99.75,270.0,bottom
R11,95.0,-99.75,90.0,bottom
R12,95.0,-96.925,90.0,bottom
R2,97.9,-83.5,0.0,bottom
R3,97.9,-85.0,0.0,bottom
R4,97.9,-82.0,0.0,bottom
R5,96.25,-99.75,90.0,bottom
R6,101.75,-99.75,270.0,bottom
R7,99.25,-99.75,90.0,bottom
R8,100.5,-99.75,90.0,bottom
R9,104.25,-99.75,270.0,bottom
U1,100.1,-95.55,90.0,top
U2,100.25,-94.5,135.0,bottom
U3,101.25,-109.3,180.0,bottom
